source,dest,workshop,category,page_role,resource_role,result,source_type
main/rebuild/content/legacy/whole/Module 8/Handouts/6. Understanding Financial Abuse & Safety Planning.docx,main/rebuild/content/workshops/workshop-08/resources/Handouts/6. Understanding Financial Abuse & Safety Planning.docx,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/6. Understanding Financial Abuse & Safety Planning.pdf,main/rebuild/content/workshops/workshop-08/resources/Handouts/6. Understanding Financial Abuse & Safety Planning.pdf,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/1. The 2 Way Connnection Between Poverty and Mental Health Issues.pdf,main/rebuild/content/workshops/workshop-08/resources/Handouts/1. The 2 Way Connnection Between Poverty and Mental Health Issues.pdf,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/FAQ.Representative.Payees.pdf,main/rebuild/content/workshops/workshop-08/resources/Handouts/FAQ.Representative.Payees.pdf,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/How to Prevent and Recover from Domestic Financial Abuse.docx,main/rebuild/content/workshops/workshop-08/resources/Handouts/How to Prevent and Recover from Domestic Financial Abuse.docx,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/7. Information and Services for Survivors.pdf,main/rebuild/content/workshops/workshop-08/resources/Handouts/7. Information and Services for Survivors.pdf,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/Effects of Income Inequality on Health.docx,main/rebuild/content/workshops/workshop-08/resources/Handouts/Effects of Income Inequality on Health.docx,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/Financial Abuse Fact Sheet.pdf,main/rebuild/content/workshops/workshop-08/resources/Handouts/Financial Abuse Fact Sheet.pdf,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/5. When a Representative Payee Manages Your Money.pdf,main/rebuild/content/workshops/workshop-08/resources/Handouts/5. When a Representative Payee Manages Your Money.pdf,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/Financial Abuse FAQs.pdf,main/rebuild/content/workshops/workshop-08/resources/Handouts/Financial Abuse FAQs.pdf,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/2. Tips for Talking With Your Partner About Finances.docx,main/rebuild/content/workshops/workshop-08/resources/Handouts/2. Tips for Talking With Your Partner About Finances.docx,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/4. Understanding Representative Payees.pdf,main/rebuild/content/workshops/workshop-08/resources/Handouts/4. Understanding Representative Payees.pdf,workshop-08,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Handouts/Workshop 8 Worksheets.pdf,main/rebuild/content/workshops/workshop-08/worksheets/Handouts/Workshop 8 Worksheets.pdf,workshop-08,worksheets,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/8. How to Avoid the Health Risks that Come from Financial Stress.docx,main/rebuild/content/workshops/workshop-08/resources/Resources/8. How to Avoid the Health Risks that Come from Financial Stress.docx,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/7. Income Inequality and Health Care.docx,main/rebuild/content/workshops/workshop-08/resources/Resources/7. Income Inequality and Health Care.docx,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/Effects of Childhood Poverty.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/Effects of Childhood Poverty.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/11. How to Talk to Your Partner About Money.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/11. How to Talk to Your Partner About Money.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/4. The Poverty Mindset.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/4. The Poverty Mindset.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/1. Mental Health and Money.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/1. Mental Health and Money.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/Workshop 8 Additional Resources.docx,main/rebuild/content/workshops/workshop-08/resources/Resources/Workshop 8 Additional Resources.docx,workshop-08,resources,,additional_resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/9. Poverty_s Effect on Children_s Health.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/9. Poverty_s Effect on Children_s Health.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/Money.Smart.for.Older.Adults.Prevent.Financial.Exploitation.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/Money.Smart.for.Older.Adults.Prevent.Financial.Exploitation.pdf,workshop-08,resources,,resource,copied,whole_legacy
"main/rebuild/content/legacy/whole/Module 8/Resources/2. Poverty, Social Inequality and Mental Health.pdf","main/rebuild/content/workshops/workshop-08/resources/Resources/2. Poverty, Social Inequality and Mental Health.pdf",workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/18. Tackling social inequalities to reduce mental health problems.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/18. Tackling social inequalities to reduce mental health problems.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/7. Income Inequality and Health Care.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/7. Income Inequality and Health Care.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/3. Recovering Your Finances After Rehab.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/3. Recovering Your Finances After Rehab.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/13. How to Prevent Arguments About Money.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/13. How to Prevent Arguments About Money.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/Financial Abuse and Rebuilding your Finances.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/Financial Abuse and Rebuilding your Finances.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/Workshop 8 Additional Resources.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/Workshop 8 Additional Resources.pdf,workshop-08,resources,,additional_resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/Poverty and Health.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/Poverty and Health.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/6. Resources for Problem Gambling.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/6. Resources for Problem Gambling.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/16. How to Spot Financial Abuse of an Elder.docx,main/rebuild/content/workshops/workshop-08/resources/Resources/16. How to Spot Financial Abuse of an Elder.docx,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/5. FAQs on Problem Gambling.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/5. FAQs on Problem Gambling.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/Statistics on Mental Illness and Poverty.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/Statistics on Mental Illness and Poverty.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/10. Poverty and Poor Health Worldwide.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/10. Poverty and Poor Health Worldwide.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/16. How to Spot Financial Abuse of an Elder.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/16. How to Spot Financial Abuse of an Elder.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/15. Common Financially Abusive Behaviors.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/15. Common Financially Abusive Behaviors.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/14. How to Talk to Your Spouse About Money.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/14. How to Talk to Your Spouse About Money.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/12. Money Problems and Relationship Problems.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/12. Money Problems and Relationship Problems.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/8. How to Avoid the Health Risks that Come from Financial Stress.pdf,main/rebuild/content/workshops/workshop-08/resources/Resources/8. How to Avoid the Health Risks that Come from Financial Stress.pdf,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Resources/11. How to Talk to Your Partner About Money.docx,main/rebuild/content/workshops/workshop-08/resources/Resources/11. How to Talk to Your Partner About Money.docx,workshop-08,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg1.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg1.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg8.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg8.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg2.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg2.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg4.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg4.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg7.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg7.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg6.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg6.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg9.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg9.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg5.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg5.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg3.pdf,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PDFs/pg3.pdf,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg5.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg5.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg1.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg1.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg9.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg9.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg2.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg2.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg4.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg4.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg7.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg7.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg8.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg8.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg6.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg6.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg3.png,main/rebuild/content/workshops/workshop-08/Facilitator_Guide/PNGs/pg3.png,workshop-08,Facilitator_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg21.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg21.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg10.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg10.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg1.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg1.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg17.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg17.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg20.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg20.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg8.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg8.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg18.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg18.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg2.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg2.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg4.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg4.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg12.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg12.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg13.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg13.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg11.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg11.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg16.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg16.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg7.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg7.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg6.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg6.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg14.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg14.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg9.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg9.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg5.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg5.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg19.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg19.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg15.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg15.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg3.pdf,main/rebuild/content/workshops/workshop-08/Student_Guide/PDFs/pg3.pdf,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg5.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg5.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg16.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg16.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg1.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg1.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg9.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg9.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg2.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg2.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg4.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg4.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg19.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg19.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg21.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg21.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg18.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg18.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg7.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg7.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg12.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg12.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg8.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg8.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg11.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg11.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg15.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg15.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg6.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg6.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg17.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg17.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg20.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg20.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg3.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg3.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg13.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg13.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg10.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg10.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg14.png,main/rebuild/content/workshops/workshop-08/Student_Guide/PNGs/pg14.png,workshop-08,Student_Guide,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/How to Cope with Tax Season Stress.docx,main/rebuild/content/workshops/workshop-09/resources/How to Cope with Tax Season Stress.docx,workshop-09,resources,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/What to Know About How to File Taxes.docx,main/rebuild/content/workshops/workshop-09/resources/What to Know About How to File Taxes.docx,workshop-09,resources,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Module Nine Additional Resources.docx,main/rebuild/content/workshops/workshop-09/resources/Module Nine Additional Resources.docx,workshop-09,resources,,additional_resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/MB_FTS_ 9.docx,main/rebuild/content/workshops/workshop-09/resources/MB_FTS_ 9.docx,workshop-09,resources,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Money Basics PPT Workshop 9.pptx,main/rebuild/content/workshops/workshop-09/resources/Money Basics PPT Workshop 9.pptx,workshop-09,resources,,,copied,whole_legacy
"main/rebuild/content/legacy/whole/Module 9/Regressive, Proportional, and Progressive Taxes.docx","main/rebuild/content/workshops/workshop-09/resources/Regressive, Proportional, and Progressive Taxes.docx",workshop-09,resources,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Workshop 09 - Tax Returns.pdf,main/rebuild/content/workshops/workshop-09/resources/Workshop 09 - Tax Returns.pdf,workshop-09,resources,,,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Handouts/2. IRS Free File.pdf,main/rebuild/content/workshops/workshop-09/resources/Handouts/2. IRS Free File.pdf,workshop-09,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Handouts/6. Common Tax Write-Offs You Can Claim.pdf,main/rebuild/content/workshops/workshop-09/resources/Handouts/6. Common Tax Write-Offs You Can Claim.pdf,workshop-09,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Handouts/5. Credits & Deductions.pdf,main/rebuild/content/workshops/workshop-09/resources/Handouts/5. Credits & Deductions.pdf,workshop-09,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Handouts/1. IRS Tips to Take the Stress out of Tax Season.pdf,main/rebuild/content/workshops/workshop-09/resources/Handouts/1. IRS Tips to Take the Stress out of Tax Season.pdf,workshop-09,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Handouts/Who Qualifies for the Earned Income Tax Credit (EITC) _ Internal Revenue Service.pdf,main/rebuild/content/workshops/workshop-09/resources/Handouts/Who Qualifies for the Earned Income Tax Credit (EITC) _ Internal Revenue Service.pdf,workshop-09,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Handouts/4. The Three Basic Tax Types.pdf,main/rebuild/content/workshops/workshop-09/resources/Handouts/4. The Three Basic Tax Types.pdf,workshop-09,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Handouts/3. 6 Steps for First-Time Tax Filers.pdf,main/rebuild/content/workshops/workshop-09/resources/Handouts/3. 6 Steps for First-Time Tax Filers.pdf,workshop-09,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Handouts/7. 8 Things to Know about Oregon’s Tax System.pdf,main/rebuild/content/workshops/workshop-09/resources/Handouts/7. 8 Things to Know about Oregon’s Tax System.pdf,workshop-09,resources,,handout,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/6. Regressive Vs. Progressive Taxes.docx,main/rebuild/content/workshops/workshop-09/resources/Resources/6. Regressive Vs. Progressive Taxes.docx,workshop-09,resources,,resource,copied,whole_legacy
